MARITAL_STATUS,STATE,CREDIT_BALANCE,TIME_AS_CUSTOMER,MORTGAGE_AMOUNT,BANK_FUNDS,N_OF_DEPENDENTS,HAS_CHILDREN,SALARY,CUST_ID,SEX,PROFESSION,CREDIT_CARD_LIMITS,REGION,HOUSE_OWNERSHIP,N_TRANS_WEB_BANK,BUY_INSURANCE,MONTHLY_CHECKS_WRITTEN,N_TRANS_KIOSK,AGE,MONEY_MONTLY_OVERDRAWN,LTV,T_AMOUNT_AUTOM_PAYMENTS,N_TRANS_TELLER,CHECKING_AMOUNT,N_TRANS_ATM,LTV_BIN,LAST,N_MORTGAGES,CAR_OWNERSHIP,FIRST
MARRIED,CO,0,1,1043,1450,1,YES,60072,CU2474,Male,Cashier,1000,West,1,1043,Yes,11,2,43,54.27,22818,1436,3,25,5,HIGH,DAMIAN,1,YES,MONTES
WIDOWED,MI,0,1,5000,15450,1,YES,64881,CU2476,Female,PROF-14,900,Midwest,1,2800,No,12,1,51,55.79,24820.25,2505,5,40,6,HIGH,YVETTE,1,YES,BRIGHT
SINGLE,NY,0,3,400,0,3,NO,67714,CU2477,Male,Mason,900,NorthEast,1,400,No,0,2,26,53.05,25028.5,503,0,25,2,HIGH,JOE,1,YES,TANG
SINGLE,MN,0,2,0,0,0,NO,59019,CU4079,Male,Sales Representative,1000,West,0,0,No,0,3,29,53.06,18654.75,502,1,25,0,MEDIUM,HORACIO,0,YES,HERMAN
MARRIED,NY,0,1,1600,3000,1,NO,57941,CU4080,Female,Homemaker,1500,NorthEast,1,1000,Yes,3,3,46,54.21,27585.25,2151,1,25,5,HIGH,CARITA,1,YES,BUCKNER
DIVORCED,MI,26255,5,2000,1400,5,YES,61843,CU4081,Female,Truck Driver,500,Midwest,1,400,No,3,3,37,53.15,16660.75,28109,3,25,2,MEDIUM,CONCEPTION,1,YES,GRANTHAM
DIVORCED,DC,0,4,3000,4460,3,YES,64306,CU4082,Male,Cashier,900,NorthEast,2,900,Yes,16,1,39,57.27,30976.5,3081,2,25,6,VERY HIGH,EVAN,2,YES,DRAPER
SINGLE,MI,0,2,0,0,0,NO,64557,CU4083,Male,PROF-51,900,Midwest,0,0,No,0,3,30,53.06,20139.25,506,0,25,0,MEDIUM,BEAU,0,YES,LOZANO
MARRIED,NY,0,4,1251,750,3,YES,73224,CU4084,Female,Bank Teller,1500,NorthEast,1,1251,No,4,3,47,53.56,24006,5929,3,4757,4,HIGH,FLAVIA,1,YES,WALLS
DIVORCED,CA,0,3,2000,1201,3,NO,74996,CU4086,Male,Cashier,1500,West,1,2000,No,3,3,47,53.99,28949,15761,6,14446,5,HIGH,DUSTY,1,YES,BRAY
MARRIED,NY,0,3,1036,2050,3,NO,61008,CU2145,Male,Veterinarian,1200,NorthEast,2,400,No,3,2,32,53.78,33952,1067,1,1059,4,VERY HIGH,JACKIE,2,YES,CHAMPION
MARRIED,NY,0,2,6000,17330,0,YES,61631,CU1056,Male,Clerical,1000,NorthEast,1,4230,No,2,0,43,54.45,25707.75,4687,5,594,5,HIGH,ELROY,1,YES,WILLOUGHBY
WIDOWED,IL,0,4,5000,0,0,NO,62648,CU1057,Female,Clerical,3000,Midwest,2,5000,No,0,0,49,53.06,42562,535,1,25,0,VERY HIGH,DIANE,2,YES,ELLSWORTH
DIVORCED,NY,0,1,3500,0,1,YES,78508,CU1059,Female,PROF-46,2000,NorthEast,2,3500,No,5,0,36,54.51,36727,613,1,25,5,VERY HIGH,LATASHIA,2,YES,HENRY
WIDOWED,OK,34255,5,5000,7004,5,YES,60367,CU1060,Female,School Teacher,500,Midwest,1,1554,No,16,0,51,54.69,17691.75,34773,2,25,5,MEDIUM,LEZLIE,1,YES,SNIDER
MARRIED,MN,0,4,1000,0,3,NO,62344,CU1062,Male,Author,1000,West,1,1000,No,13,0,62,53.05,27786,834,2,127,2,HIGH,BEN,1,YES,FARR
SINGLE,NY,0,2,0,2546,0,YES,69305,CU1063,Male,PROF-42,900,NorthEast,0,626,Yes,4,0,57,55,19026.25,1220,1,25,5,MEDIUM,BUSTER,0,YES,BERG
MARRIED,MI,0,4,1800,4950,3,YES,62781,CU1064,Female,Secretary,500,Midwest,1,1400,Yes,2,0,64,55.02,23095.25,3461,1,28,5,HIGH,DOROTHY,1,YES,DONAHUE
SINGLE,MI,0,2,0,0,0,NO,68468,CU1065,Male,Author,1400,Midwest,0,0,No,0,0,0,53.06,0,504,0,25,0,LOW,ULYSSES,0,YES,MAYNARD
SINGLE,WI,0,2,0,7076,0,NO,66065,CU1066,Male,School Teacher,500,Midwest,0,2046,Yes,3,0,63,58.35,23816.25,3987,3,116,6,HIGH,ANTOINE,0,YES,CAMERON
MARRIED,NY,0,2,5000,13800,1,NO,62618,CU1067,Female,IT Staff,900,NorthEast,1,4000,Yes,2,0,39,55.02,28554.5,2240,4,25,5,HIGH,WENDOLYN,1,YES,BOLES
MARRIED,NY,0,1,1500,1700,1,YES,64675,CU1068,Female,PROF-34,1000,NorthEast,1,600,No,4,0,35,53.69,23168.75,5111,3,4576,4,HIGH,MERNA,1,YES,RING
WIDOWED,CA,0,1,10000,7100,1,YES,72117,CU1070,Female,IT Staff,5000,West,1,2500,Yes,1,0,66,53.93,28129.25,1490,4,25,4,HIGH,DIERDRE,1,YES,SPIVEY
MARRIED,NY,0,4,13000,25000,1,YES,65753,CU1071,Female,Administrator,500,NorthEast,1,5000,Yes,2,0,38,59.77,25238.25,6711,4,25,7,HIGH,LARRAINE,1,YES,JACOBSEN
MARRIED,CA,0,1,702,1901,1,NO,62729,CU1072,Female,Cashier,700,West,1,1,Yes,3,3,56,54.11,29782.25,1976,1,25,5,HIGH,JOYCELYN,1,YES,GOINS
DIVORCED,TX,0,2,2600,2550,2,YES,69994,CU1736,Female,PROF-66,1000,Southwest,1,800,Yes,3,2,59,54.88,25398.5,2285,1,54,5,HIGH,ROSANNE,1,YES,ZAVALA
DIVORCED,NY,69714,1,3000,8001,1,YES,69407,CU1737,Female,PROF-4,1500,NorthEast,1,1,No,4,6,54,54.13,26251.75,73582,2,3346,5,HIGH,MICHA,1,YES,ANDERS
MARRIED,NY,0,2,8000,12914,0,YES,77995,CU1738,Male,Lab Technician,4000,NorthEast,1,2064,Yes,2,8,33,53.1,28798.75,777,4,25,2,HIGH,DENVER,1,YES,GIBBS
DIVORCED,FL,0,3,2206,5050,3,YES,57900,CU1739,Male,School Teacher,900,South,1,850,No,3,4,45,53.59,19475,2167,4,1652,4,MEDIUM,DARRON,1,YES,MEAD
SINGLE,NY,0,2,0,1856,0,YES,66585,CU1740,Male,IT Staff,800,NorthEast,0,506,Yes,5,2,42,53.25,16846.25,934,1,87,3,MEDIUM,ETHAN,0,YES,COBURN
SINGLE,OR,0,2,0,0,0,NO,61043,CU1741,Male,PROF-12,900,West,0,0,No,0,2,21,53.06,18360.75,506,0,25,0,MEDIUM,JED,0,YES,BANKS
MARRIED,NY,0,3,1100,0,3,YES,66363,CU1742,Male,Clerical,1000,NorthEast,1,1100,No,10,2,39,53.46,20990.75,11014,1,8655,4,MEDIUM,GERARDO,1,YES,ADAMSON
DIVORCED,CA,0,1,2700,0,1,YES,67281,CU1743,Female,PROF-30,900,West,1,2700,No,0,2,65,53.06,26820.25,509,0,25,0,HIGH,LOIDA,1,YES,KIDD
SINGLE,NY,0,2,0,0,0,YES,64905,CU1745,Male,Bank Teller,900,NorthEast,0,0,No,1,0,32,53.07,15426.25,605,0,25,1,MEDIUM,JACKIE,0,YES,HIGHTOWER
MARRIED,CA,0,5,1600,2550,5,YES,68716,CU1746,Female,PROF-30,900,West,1,600,No,9,4,51,53.45,19779,1117,1,265,4,MEDIUM,SHERYLL,1,YES,WILKINS
SINGLE,NY,0,2,0,0,0,NO,58870,CU1747,Male,Sales Representative,900,NorthEast,0,0,No,0,2,69,53.06,22617.5,506,0,25,0,HIGH,ERNEST,0,YES,SCHELL
MARRIED,NY,0,1,1200,1650,1,YES,69892,CU1748,Female,Medical Doctor,1500,NorthEast,1,450,No,11,2,35,53.29,24473,5116,3,4382,3,HIGH,CHARLYN,1,YES,TREVINO
DIVORCED,NY,2053,1,3000,9000,1,YES,60100,CU1749,Male,Waiter/Waitress,800,NorthEast,1,1950,No,12,2,61,53.97,24625,8229,3,5648,5,HIGH,FRANCIS,1,YES,LOWRY
DIVORCED,CA,0,1,2500,3862,1,NO,62640,CU1750,Female,PROF-15,500,West,1,975,Yes,14,2,58,54.23,29960,1261,1,36,5,HIGH,MARILEE,1,YES,MAYS
DIVORCED,MI,0,4,3000,0,6,YES,62978,CU1751,Female,Author,1100,Midwest,1,3000,No,0,2,71,53.06,17844.5,502,0,25,0,MEDIUM,NELLA,1,YES,CORREA
SINGLE,MI,0,3,0,0,3,NO,61139,CU1752,Male,PROF-25,500,Midwest,0,0,No,0,2,56,53.06,16384.75,0,0,25,0,MEDIUM,JAMIE,0,NO,ISAACS
DIVORCED,MO,0,1,2100,3400,1,YES,60579,CU1753,Female,Medical Doctor,900,Midwest,1,600,Yes,4,2,46,54.52,23244.75,1719,1,115,5,HIGH,TEMIKA,1,YES,HUDSON
MARRIED,CA,0,1,900,1450,1,NO,63692,CU1754,Male,PROF-43,500,West,1,900,Yes,13,2,60,55.08,30423,1285,3,25,5,VERY HIGH,LEONEL,1,YES,CAMACHO
SINGLE,IL,0,2,580,0,0,NO,70256,CU1756,Male,Cashier,900,Midwest,1,580,No,0,2,46,53.06,33164,506,0,25,0,VERY HIGH,OSVALDO,1,YES,GOLDSMITH
SINGLE,NY,0,1,300,0,1,NO,64257,CU1757,Male,PROF-57,500,NorthEast,1,300,No,0,2,31,53.06,27664.25,502,0,25,0,HIGH,JEFFERSON,1,YES,GREENE
SINGLE,NY,0,2,0,0,0,NO,65150,CU1758,Male,PROF-57,500,NorthEast,0,0,No,0,2,39,53.06,21187.5,500,1,25,0,MEDIUM,ERASMO,0,YES,YODER
MARRIED,NY,0,3,1750,1150,3,YES,65304,CU1759,Male,Professor,500,NorthEast,1,200,No,9,4,31,53.58,19926,1802,1,25,4,MEDIUM,LELAND,1,YES,LIPSCOMB
MARRIED,NY,0,2,1000,0,1,YES,67202,CU1762,Female,Not specified,1000,NorthEast,1,1000,No,1,2,32,53.07,24000.5,532,1,25,1,HIGH,BARABARA,1,YES,JEWELL
DIVORCED,CA,0,1,4000,0,1,YES,76879,CU1763,Male,Clerical,1500,West,1,4000,No,1,2,58,53.11,28519.75,547,0,25,2,HIGH,KOREY,1,YES,JONES
DIVORCED,CA,0,4,2800,3000,1,NO,88407,CU1764,Male,PROF-26,3000,West,2,2800,No,4,7,54,53.68,47501.75,5794,1,5294,4,VERY HIGH,MILO,2,YES,INMAN
DIVORCED,OR,0,1,4500,2450,1,YES,85806,CU1765,Female,Author,3000,West,1,4500,No,3,3,57,52.82,30651.5,1132,1,395,2,VERY HIGH,CARLEY,1,YES,BEAVER
SINGLE,OH,0,1,600,450,1,YES,61915,CU1766,Male,Bank Teller,600,Midwest,1,600,Yes,16,6,47,53.01,23678.75,1640,2,890,2,HIGH,ROBBY,1,YES,MCCARTY
MARRIED,NY,0,1,1200,1100,1,YES,68395,CU1767,Male,Accountant,700,NorthEast,1,350,No,3,1,38,53.04,24398.75,3692,3,336,2,HIGH,THURMAN,1,YES,LOWERY
SINGLE,FL,0,2,0,0,0,NO,60813,CU1768,Male,Law Enforcement Officer,1500,South,0,0,No,0,2,0,53.06,0,562,0,25,0,LOW,BURTON,0,YES,CONLEY
MARRIED,FL,0,3,700,250,3,NO,62721,CU19,Male,Author,600,South,1,700,No,1,0,66,53.08,27780.25,525,2,25,1,HIGH,CLAYTON,1,YES,BRADLEY
DIVORCED,DC,0,4,2000,1200,6,YES,64886,CU20,Male,PROF-15,500,NorthEast,1,400,No,1,0,72,53.77,18421.5,17519,6,25,4,MEDIUM,LAURENCE,1,YES,CRUMP
WIDOWED,FL,12541,1,10000,16000,1,YES,60021,CU21,Male,Not specified,1300,South,1,2700,No,4,0,62,53.81,24705.25,23313,9,4944,4,HIGH,ELDRIDGE,1,YES,LOPEZ
DIVORCED,NY,208,1,4000,8300,1,YES,57238,CU22,Female,Clerical,1000,NorthEast,2,1600,No,10,4,46,54.48,32409.5,12883,2,1959,5,VERY HIGH,SHAROLYN,2,YES,GOODRICH
MARRIED,NY,0,5,1500,0,5,YES,66921,CU23,Female,PROF-24,900,NorthEast,1,1500,No,3,0,39,54.04,18130.25,10300,1,25,5,MEDIUM,MIESHA,1,YES,WALL
DIVORCED,MI,0,1,3000,8101,1,YES,66792,CU24,Female,PROF-49,500,Midwest,1,1,No,15,6,65,53.62,26698,2047,2,25,4,HIGH,JADA,1,YES,HANNA
MARRIED,NY,0,1,1393,0,1,YES,69298,CU25,Female,PROF-23,900,NorthEast,1,1393,No,0,0,41,53.06,24924.5,507,1,25,0,HIGH,ELODIA,1,YES,ROBERTS
WIDOWED,NY,18329,5,7500,18600,5,YES,86511,CU26,Female,Homemaker,5000,NorthEast,1,4600,No,4,3,59,53.44,25027.75,20550,4,25,4,HIGH,LIEN,1,YES,MORGAN
DIVORCED,NY,0,1,2000,2430,1,YES,59863,CU28,Female,IT Staff,900,NorthEast,1,780,Yes,3,0,39,53.2,22365.75,882,1,25,3,HIGH,ALMEDA,1,YES,BARGER
DIVORCED,MI,0,1,2500,3550,1,NO,60952,CU29,Male,IT Staff,500,Midwest,1,2500,No,5,8,63,53.07,30038,985,1,386,1,VERY HIGH,RICH,1,YES,THACKER
MARRIED,FL,0,1,1600,5000,1,YES,59436,CU30,Female,Author,800,South,2,1600,No,4,4,63,53.59,34659,1173,4,497,4,VERY HIGH,IGNACIA,2,YES,STEPHENS
SINGLE,MI,0,2,0,2287,0,YES,60758,CU31,Male,IT Staff,1100,Midwest,0,1037,No,17,0,50,53.05,16189.5,4287,1,3729,2,MEDIUM,SYLVESTER,0,YES,COTTRELL
SINGLE,MI,0,2,0,0,0,NO,63035,CU32,Male,Administrative Assistant,500,Midwest,0,0,No,3,0,0,53.12,0,2572,1,1931,2,LOW,RIGOBERTO,0,YES,CORREA
SINGLE,NY,0,2,0,6701,0,NO,64105,CU33,Male,Not specified,900,NorthEast,0,1,No,2,0,43,53.45,21326.25,1342,4,25,4,MEDIUM,ALEXIS,0,YES,CERVANTES
WIDOWED,MI,0,1,10000,11500,1,YES,61090,CU34,Female,Law Enforcement Officer,1200,Midwest,1,10000,No,10,0,84,53.6,27172.5,1581,6,141,4,HIGH,CARMELIA,1,YES,SIMMONS
MARRIED,NY,0,2,6000,0,0,YES,66193,CU36,Male,PROF-18,900,NorthEast,1,6000,No,0,0,42,53.03,26748.25,506,1,25,2,HIGH,CHRISTIAN,1,YES,HUTCHINSON
MARRIED,CA,0,1,10000,0,1,NO,65125,CU37,Female,IT Staff,800,West,1,10000,No,0,0,44,53,29181.25,502,1,25,2,HIGH,MAYBELLE,1,YES,MEYERS
MARRIED,CA,1145,2,1500,1250,2,YES,72526,CU41,Male,PROF-60,1500,West,1,1500,No,17,3,26,53.01,22731.5,2190,3,409,2,HIGH,ALEC,1,YES,ALTMAN
MARRIED,CA,0,4,750,300,3,NO,59163,CU42,Male,Author,1500,West,1,750,No,5,0,77,53.08,28490.75,1202,2,522,1,HIGH,ANDY,1,YES,NEWMAN
DIVORCED,OH,0,1,3000,0,1,YES,63990,CU44,Female,Waiter/Waitress,900,Midwest,1,3000,No,6,0,0,53.9,0,793,1,114,4,LOW,CANDELARIA,1,YES,VAZQUEZ
MARRIED,NY,0,1,700,250,1,NO,62310,CU45,Male,PROF-53,900,NorthEast,1,700,No,17,0,40,54.13,28077.5,20311,2,19804,5,HIGH,DINO,1,YES,FORBES
OTHER,MI,406875,1,25000,30000,1,YES,80603,CU46,Female,IT Staff,4000,Midwest,1,25000,No,4,0,58,55.16,29450.75,426896,3,25,5,HIGH,POK,1,YES,CONN
SINGLE,NY,0,1,0,0,1,NO,64877,CU47,Male,Construction Laborer,600,NorthEast,0,0,No,0,0,40,53.06,18719.25,508,1,25,0,MEDIUM,COLLIN,0,YES,KOEHLER
DIVORCED,FL,0,1,2000,5838,1,YES,73338,CU48,Female,Author,1500,South,1,1288,No,1,0,75,53.08,29334.5,860,6,56,1,HIGH,DOREEN,1,YES,LAY
MARRIED,TX,731,4,1000,3120,6,YES,70594,CU49,Male,Medical Doctor,2500,Southwest,1,720,No,4,0,66,53.63,19248.5,7391,1,4935,4,MEDIUM,BRAD,1,YES,GARLAND
MARRIED,CA,0,3,1250,0,3,NO,64548,CU50,Male,PROF-13,500,West,1,1250,No,1,0,29,53.08,24537,524,1,25,1,HIGH,OSWALDO,1,YES,OHARA
MARRIED,CA,2716,1,1200,2320,1,NO,62894,CU52,Male,Administrator,1500,West,1,520,No,3,0,29,53.45,27123.5,13161,1,9910,4,HIGH,TERENCE,1,YES,AMBROSE
DIVORCED,WI,103,4,4000,2760,1,YES,69557,CU53,Female,Cashier,1000,Midwest,1,800,Yes,4,4,70,56,29389.25,2683,4,42,6,HIGH,DAWNA,1,YES,CLEARY
DIVORCED,FL,0,1,2934,2320,1,NO,64592,CU54,Female,Accountant,900,South,1,520,Yes,3,0,53,54.42,29948,2753,1,1033,5,HIGH,MANDI,1,YES,ROMANO
WIDOWED,MI,0,1,5000,6400,1,NO,65972,CU715,Female,PROF-25,1300,Midwest,1,5000,Yes,1,0,73,61.64,32293,5017,1,25,7,VERY HIGH,EVELINA,1,YES,LANGE
DIVORCED,CA,0,3,3600,4900,3,NO,69999,CU3197,Male,PROF-24,800,West,1,850,No,3,8,41,54.61,27099.75,4643,1,3375,5,HIGH,ANGEL,1,YES,PLATT
SINGLE,MI,0,2,0,0,0,NO,63107,CU3198,Male,Administrative Assistant,500,Midwest,0,0,No,0,3,43,53.06,21076.75,504,0,25,0,MEDIUM,ROBERT,0,YES,THOMASON
MARRIED,MI,0,1,7000,0,1,YES,42333,CU3199,Male,Software Engineer,5000,Midwest,1,7000,No,0,3,41,68.34,18183.25,636,1,25,7,MEDIUM,DEWITT,1,YES,JEFFERSON
SINGLE,CA,0,2,0,0,0,NO,62329,CU3200,Male,Construction Laborer,500,West,0,0,No,0,3,59,53.08,22482.25,507,0,25,1,HIGH,RODRIGO,0,YES,HARRELL
SINGLE,NC,81066,2,0,16000,0,YES,64288,CU3201,Male,Clerical,2500,South,0,5000,No,15,3,45,56.37,16572,81666,1,25,6,MEDIUM,ORVILLE,0,YES,LOTT
DIVORCED,NY,0,5,3500,10000,5,NO,68072,CU3202,Female,IT Staff,1500,NorthEast,1,3000,No,5,1,0,54.82,0,4606,2,4021,5,LOW,LATINA,1,YES,SAUCEDO
SINGLE,CA,0,2,0,0,0,NO,64764,CU3203,Male,Construction Laborer,800,West,0,0,No,0,3,44,53.06,21591,0,1,25,0,MEDIUM,ALVIN,0,NO,COBURN
DIVORCED,MI,0,5,2500,3750,5,YES,65363,CU3204,Female,IT Staff,1500,Midwest,1,750,No,3,3,40,56.61,17840.75,8848,1,7552,6,MEDIUM,JAMMIE,1,YES,WHITAKER
SINGLE,OR,325,2,0,3815,0,YES,60124,CU3206,Male,PROF-52,900,West,0,1515,No,4,1,45,53.31,15531,4009,3,3156,3,MEDIUM,BRIAN,0,YES,HOLLINGSWORTH
DIVORCED,MN,2,4,3500,7500,1,YES,64658,CU3207,Female,Not specified,1300,West,1,1000,Yes,10,3,37,58.26,24864.5,4718,2,25,6,HIGH,MARIAM,1,YES,WHITMORE
DIVORCED,FL,0,1,3100,4801,1,YES,63607,CU3209,Female,Not specified,2000,South,1,1,No,2,7,34,52.79,22801.75,1389,4,475,2,HIGH,BRIANNA,1,YES,MINOR
DIVORCED,CA,0,1,1843,1180,1,NO,57593,CU3210,Male,Fireman,900,West,1,1843,Yes,12,3,46,53.41,27498.25,760,2,101,4,HIGH,GLENN,1,YES,KINSEY
SINGLE,CA,0,2,0,2276,0,NO,68350,CU3211,Male,Medical Doctor,1400,West,0,826,No,11,3,48,53.84,22887.5,18868,6,18357,4,HIGH,DEWITT,0,YES,RUTLEDGE
MARRIED,MI,0,3,700,450,3,YES,64516,CU3212,Male,School Teacher,900,Midwest,1,700,Yes,4,8,54,53.09,22029,811,2,203,1,HIGH,SANFORD,1,YES,HARMAN
MARRIED,MI,0,3,1000,250,3,NO,71838,CU3213,Male,PROF-12,1200,Midwest,1,1000,Yes,5,3,40,53.4,27459.5,667,2,25,4,HIGH,BUFORD,1,YES,CHAVEZ
SINGLE,CA,0,2,0,3565,0,YES,63215,CU3884,Male,Mason,800,West,0,1065,No,2,3,47,53.64,16503.75,931,1,151,4,MEDIUM,WALKER,0,YES,THOMPSON
MARRIED,CA,0,1,1500,3000,1,NO,65252,CU3885,Male,Fireman,1000,West,1,1200,No,15,1,50,53.57,29813,1005,1,92,4,HIGH,OTHA,1,YES,SHEPHERD
DIVORCED,UT,0,5,2500,1950,5,YES,60973,CU3886,Female,PROF-44,500,Southwest,1,350,No,4,3,43,54,17043.25,2047,1,25,5,MEDIUM,LYNNE,1,YES,POIRIER
DIVORCED,MI,0,1,2000,0,1,YES,66712,CU3889,Female,Plumber,500,Midwest,1,2000,No,0,3,36,53.06,23778,506,1,25,0,HIGH,DOLLY,1,YES,REAVES
SINGLE,WA,0,2,0,0,0,NO,63036,CU3890,Male,PROF-3,900,West,0,0,No,1,3,24,53.06,19159,821,0,25,0,MEDIUM,LINDSEY,0,YES,CYR
MARRIED,CA,0,2,696,0,0,NO,64423,CU3891,Male,Nurse,500,West,1,696,No,0,3,43,53.06,31405.75,0,0,25,0,VERY HIGH,THEODORE,1,YES,WILSON
DIVORCED,NY,0,2,3000,0,0,YES,58676,CU3892,Male,PROF-47,1000,NorthEast,1,3000,No,0,3,45,53.06,25169,507,0,25,0,HIGH,JAMAAL,1,YES,ROBERSON
MARRIED,NY,0,5,1500,2535,5,YES,59975,CU3893,Female,Author,500,NorthEast,1,585,No,4,3,52,53.19,17693.75,2647,1,2129,3,MEDIUM,ERINN,1,YES,GOINS
WIDOWED,NY,0,1,5000,17500,1,YES,90725,CU3894,Male,PROF-16,3000,NorthEast,1,3500,Yes,2,3,51,57.55,31281.25,8091,4,25,6,VERY HIGH,HERMAN,1,YES,MCNALLY
SINGLE,FL,0,2,0,3500,0,NO,60674,CU270,Male,Clerical,900,South,0,1000,No,4,4,69,53.67,23068.5,1016,1,494,4,HIGH,MERRILL,0,YES,LIPSCOMB
OTHER,WA,0,4,24250,26200,1,YES,70508,CU1,Female,IT Staff,900,West,2,4200,Yes,1,0,59,61.27,38527,8893,5,25,7,VERY HIGH,DORRIS,2,YES,HOPKINS
SINGLE,MI,0,2,0,0,0,NO,64928,CU2,Male,Administrative Assistant,500,Midwest,0,0,No,0,0,32,53.04,20432,542,0,25,2,MEDIUM,MILLARD,0,YES,BENSON
DIVORCED,MI,0,4,3200,7800,1,YES,69633,CU3,Female,Administrator,900,Midwest,1,1200,No,4,0,63,53.7,28708.25,1873,3,649,4,HIGH,PATIENCE,1,YES,CARDWELL
SINGLE,CA,0,2,0,0,0,NO,63525,CU4,Male,Dentist,900,West,0,0,No,0,0,40,53.07,20881.25,512,0,25,1,MEDIUM,JERROD,0,YES,BROWN
DIVORCED,NY,0,4,2400,0,3,YES,63462,CU5,Male,Bank Teller,900,NorthEast,1,2400,No,0,0,40,53.07,20865.5,504,1,25,1,MEDIUM,KENDALL,1,YES,MAGANA
SINGLE,NY,0,2,0,13825,0,YES,76118,CU6,Male,Clerical,1500,NorthEast,0,4225,Yes,4,3,45,55.91,19529.5,3769,5,25,6,MEDIUM,ERVIN,0,YES,KENNY
DIVORCED,MN,0,1,2000,3600,1,YES,83826,CU7,Female,Law Enforcement Officer,2500,West,1,2000,Yes,2,0,62,53.61,30656.5,3262,1,25,4,VERY HIGH,ROBBIN,1,YES,SCHELL
DIVORCED,NY,0,2,3000,0,0,NO,60883,CU8,Male,Administrative Assistant,500,NorthEast,1,3000,No,0,0,61,53.06,32320.75,505,0,25,0,VERY HIGH,DANIAL,1,YES,MCLEOD
SINGLE,FL,0,2,0,3425,0,YES,63493,CU9,Male,Publisher,900,South,0,1,Yes,3,4,51,54.36,16973.25,1206,4,72,5,MEDIUM,DEWEY,0,YES,LANG
DIVORCED,MN,57844,4,2500,4350,6,YES,68361,CU10,Female,PROF-35,800,West,1,750,No,7,0,73,56.01,19390.25,60429,1,25,6,MEDIUM,DWANA,1,YES,WINN
WIDOWED,MN,109993,1,7000,22100,1,YES,69263,CU11,Female,Administrator,900,West,1,7000,No,4,0,66,57.75,27415.75,110509,3,25,6,HIGH,CAROLYNN,1,YES,PARR
SINGLE,MI,0,3,350,750,3,NO,61602,CU12,Male,Programmer/Developer,1000,Midwest,1,350,Yes,7,0,24,53.15,23300.5,565,3,25,2,HIGH,MONTE,1,YES,FLINT
SINGLE,WA,0,2,0,500,0,YES,61248,CU13,Male,PROF-50,900,West,0,0,No,4,0,63,53.27,17612,3109,1,2603,3,MEDIUM,ORVAL,0,YES,DOWLING
DIVORCED,OH,0,1,2000,800,1,YES,66356,CU15,Male,Secretary,1000,Midwest,1,2000,No,1,0,57,53.31,25789,1064,3,550,3,HIGH,DARREL,1,YES,CROWE
MARRIED,MI,0,1,1000,0,1,YES,59129,CU16,Female,Author,800,Midwest,1,1000,No,4,0,65,52.78,24782.25,1361,2,25,2,HIGH,GABRIELLE,1,YES,FOSS
DIVORCED,MN,0,1,2500,5850,1,YES,72147,CU17,Female,Administrator,1200,West,1,1000,No,3,0,77,53.36,29236.75,5437,6,4635,3,HIGH,ELFREDA,1,YES,HINDS
WIDOWED,DC,31050,2,5000,0,0,NO,60265,CU18,Male,PROF-2,500,NorthEast,1,5000,No,2,0,69,54.23,32966.25,45256,2,13061,5,VERY HIGH,JONATHON,1,YES,PENA
WIDOWED,NY,627,2,5000,14950,0,YES,62853,CU941,Male,Nurse,900,NorthEast,1,3150,No,10,0,57,54.96,27413.25,9672,2,8359,5,HIGH,HUMBERTO,1,YES,SEGURA
MARRIED,CA,0,4,1500,5000,1,YES,72711,CU943,Female,Administrator,1500,West,1,1000,Yes,2,4,59,55.82,29077.75,2680,1,25,6,HIGH,SYLVIE,1,YES,WHITLOCK
SINGLE,NY,0,2,0,250,0,YES,61289,CU944,Male,Professor,500,NorthEast,0,0,No,13,0,59,53.52,17222.25,2823,2,2150,4,MEDIUM,JOHNATHON,0,YES,CROUCH
DIVORCED,NY,0,1,4000,9200,1,YES,73662,CU945,Female,PROF-9,1200,NorthEast,1,1600,No,3,5,65,54.41,28415.5,10144,2,9367,5,HIGH,WENDI,1,YES,HO
MARRIED,NY,0,1,5000,4350,1,YES,91982,CU946,Female,PROF-14,3000,NorthEast,1,5000,Yes,2,0,36,58.12,30095.5,3802,1,25,6,VERY HIGH,AKIKO,1,YES,DARDEN
MARRIED,NY,0,1,5500,3900,1,YES,67273,CU947,Female,Truck Driver,900,NorthEast,1,1200,Yes,18,8,35,54.26,23818.25,1943,1,25,5,HIGH,JAQUELYN,1,YES,BERNIER
MARRIED,NY,0,1,1500,2001,1,YES,62770,CU948,Female,Construction Laborer,1500,NorthEast,1,1,No,16,0,36,53.78,22792.5,685,1,25,4,HIGH,VAL,1,YES,HOLMAN
OTHER,FL,0,4,20000,3101,3,YES,78560,CU949,Female,Administrator,4000,South,1,1,Yes,4,0,50,53.85,25640,11802,8,11070,4,HIGH,CATHERINA,1,YES,HUNTER
DIVORCED,NY,0,1,2000,0,1,YES,68760,CU950,Male,Not specified,900,NorthEast,1,2000,No,4,0,36,53.14,24290,584,2,25,2,HIGH,JEWELL,1,YES,BENTLEY
WIDOWED,NY,9375,1,8659,14600,1,NO,67137,CU951,Female,Law Enforcement Officer,900,NorthEast,1,5000,No,2,8,66,52.85,31884.25,11618,5,294,2,VERY HIGH,MOZELL,1,YES,NIEVES
